gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	gene	Germ.PGC	Germ.oocyte	Germ.oogonia_STRA8	Germ.oogonia_meiotic	Somatic.OSE	Somatic.granulosa	Somatic.preGC_IIa	Somatic.preGC_IIb
GABRB3	P28472	True	GBRB3_HUMAN	GABA-A_a3b3o_complex	CPI-CC0A1813B1D	GABRB3	0.15	0.0	0.024	0.008	0.002	0.0	0.002	0.0
GABRB3	P28472	True	GBRB3_HUMAN	GABA-A_a3b3o_complex	CPI-CC0B2385C5D	GABRB3	0.15	0.0	0.024	0.008	0.002	0.0	0.002	0.0
GABRB3	P28472	True	GBRB3_HUMAN	GABA-A_a3b3o_complex	CPI-CC0CC703CD2	GABRB3	0.15	0.0	0.024	0.008	0.002	0.0	0.002	0.0
GABRB3	P28472	True	GBRB3_HUMAN	GABA-A_a3b3o_complex	CPI-CC033325E3E	GABRB3	0.15	0.0	0.024	0.008	0.002	0.0	0.002	0.0
GABRB3	P28472	True	GBRB3_HUMAN	GABA-A_a3b3o_complex	CPI-CC04285ECD7	GABRB3	0.15	0.0	0.024	0.008	0.002	0.0	0.002	0.0
GABRB3	P28472	True	GBRB3_HUMAN	GABA-A_a3b3o_complex	CPI-CC0B8207B66	GABRB3	0.15	0.0	0.024	0.008	0.002	0.0	0.002	0.0
GABRB3	P28472	True	GBRB3_HUMAN	GABA-A_a4b3g2S_complex	CPI-CC021D4CBC2	GABRB3	0.0	0.0	0.002	0.003	0.0	0.0	0.0	0.001
GABRB3	P28472	True	GBRB3_HUMAN	GABA-A_a4b3g2S_complex	CPI-CC0CDF35FE2	GABRB3	0.0	0.0	0.002	0.003	0.0	0.0	0.0	0.001
GABRB3	P28472	True	GBRB3_HUMAN	GABA-A_a4b3g2S_complex	CPI-CC084F4CFB2	GABRB3	0.0	0.0	0.002	0.003	0.0	0.0	0.0	0.001
GABRB3	P28472	True	GBRB3_HUMAN	GABA-A_a4b3g2S_complex	CPI-CC0F9B0C393	GABRB3	0.0	0.0	0.002	0.003	0.0	0.0	0.0	0.001
GABRB3	P28472	True	GBRB3_HUMAN	GABA-A_a4b3g2S_complex	CPI-CC0EB1A69E6	GABRB3	0.0	0.0	0.002	0.003	0.0	0.0	0.0	0.001
GABRB3	P28472	True	GBRB3_HUMAN	GABA-A_a4b3g2S_complex	CPI-CC02C92DB0C	GABRB3	0.0	0.0	0.002	0.003	0.0	0.0	0.0	0.001
GABRB3	P28472	True	GBRB3_HUMAN	GABA-A_a4b3g2S_complex	CPI-CC040CA96C8	GABRB3	0.0	0.0	0.002	0.003	0.0	0.0	0.0	0.001
GABRB3	P28472	True	GBRB3_HUMAN	GABA-A_a4b3g2S_complex	CPI-CC022137ED0	GABRB3	0.0	0.0	0.002	0.003	0.0	0.0	0.0	0.001
GABRB3	P28472	True	GBRB3_HUMAN	GABA-A_a4b3g2S_complex	CPI-CC0E0BDF879	GABRB3	0.0	0.0	0.002	0.003	0.0	0.0	0.0	0.001
GABRB3	P28472	True	GBRB3_HUMAN	GABA-A_a4b3g2S_complex	CPI-CC0B0DD552B	GABRB3	0.0	0.0	0.002	0.003	0.0	0.0	0.0	0.001
GABRB3	P28472	True	GBRB3_HUMAN	GABA-A_a4b3g2S_complex	CPI-CC056CE8934	GABRB3	0.0	0.0	0.002	0.003	0.0	0.0	0.0	0.001
GABRB3	P28472	True	GBRB3_HUMAN	GABA-A_a4b3g2S_complex	CPI-CC0E6313C0B	GABRB3	0.0	0.0	0.002	0.003	0.0	0.0	0.0	0.001
GABRB3	P28472	True	GBRB3_HUMAN	GABA-A_a4b3g2S_complex	CPI-CC079D8333D	GABRB3	0.0	0.0	0.002	0.003	0.0	0.0	0.0	0.001
GABRB3	P28472	True	GBRB3_HUMAN	GABA-A_a4b3g2S_complex	CPI-CC04CA5DC28	GABRB3	0.0	0.0	0.002	0.003	0.0	0.0	0.0	0.001
GABRB3	P28472	True	GBRB3_HUMAN	GABA-A_a4b3d_complex	CPI-CC07BC9E69C	GABRB3	0.0	0.0	0.002	0.003	0.004	0.003	0.0	0.002
GABRB3	P28472	True	GBRB3_HUMAN	GABA-A_a4b3d_complex	CPI-CC0C87922CA	GABRB3	0.0	0.0	0.002	0.003	0.004	0.003	0.0	0.002
GABRB3	P28472	True	GBRB3_HUMAN	GABA-A_a4b3d_complex	CPI-CC022A52952	GABRB3	0.0	0.0	0.002	0.003	0.004	0.003	0.0	0.002
GABRB3	P28472	True	GBRB3_HUMAN	GABA-A_a4b3d_complex	CPI-CC0536A862B	GABRB3	0.0	0.0	0.002	0.003	0.004	0.003	0.0	0.002
GABRB3	P28472	True	GBRB3_HUMAN	GABA-A_a4b3d_complex	CPI-CC01C3B4299	GABRB3	0.0	0.0	0.002	0.003	0.004	0.003	0.0	0.002
GABRB3	P28472	True	GBRB3_HUMAN	GABA-A_a4b3d_complex	CPI-CC03B91D668	GABRB3	0.0	0.0	0.002	0.003	0.004	0.003	0.0	0.002
GABRB3	P28472	True	GBRB3_HUMAN	GABA-A_a4b3d_complex	CPI-CC01D6DB673	GABRB3	0.0	0.0	0.002	0.003	0.004	0.003	0.0	0.002
GABRB3	P28472	True	GBRB3_HUMAN	GABA-A_a4b3d_complex	CPI-CC031EA2528	GABRB3	0.0	0.0	0.002	0.003	0.004	0.003	0.0	0.002
GABRB3	P28472	True	GBRB3_HUMAN	GABA-A_a4b3d_complex	CPI-CC0BCCDDCB8	GABRB3	0.0	0.0	0.002	0.003	0.004	0.003	0.0	0.002
GABRB3	P28472	True	GBRB3_HUMAN	GABA-A_a4b3d_complex	CPI-CC012A2C2D0	GABRB3	0.0	0.0	0.002	0.003	0.004	0.003	0.0	0.002
GABRB3	P28472	True	GBRB3_HUMAN	GABA-A_a4b3d_complex	CPI-CC0C4980773	GABRB3	0.0	0.0	0.002	0.003	0.004	0.003	0.0	0.002
GABRB3	P28472	True	GBRB3_HUMAN	GABA-A_a4b3d_complex	CPI-CC0D927F25C	GABRB3	0.0	0.0	0.002	0.003	0.004	0.003	0.0	0.002
GABRB3	P28472	True	GBRB3_HUMAN	GABA-A_a4b3d_complex	CPI-CC05D418280	GABRB3	0.0	0.0	0.002	0.003	0.004	0.003	0.0	0.002
GABRB3	P28472	True	GBRB3_HUMAN	GABA-A_a4b3d_complex	CPI-CC0F34BDB6F	GABRB3	0.0	0.0	0.002	0.003	0.004	0.003	0.0	0.002
GABRB3	P28472	True	GBRB3_HUMAN	GABA-A_a5b3g2S_complex	CPI-CC0836120E7	GABRB3	0.035	0.002	0.08	0.078	0.0	0.0	0.0	0.001
GABRB3	P28472	True	GBRB3_HUMAN	GABA-A_a5b3g2S_complex	CPI-CC0A95EED6F	GABRB3	0.035	0.002	0.08	0.078	0.0	0.0	0.0	0.001
GABRB3	P28472	True	GBRB3_HUMAN	GABA-A_a5b3g2S_complex	CPI-CC0D3BD85F0	GABRB3	0.035	0.002	0.08	0.078	0.0	0.0	0.0	0.001
GABRB3	P28472	True	GBRB3_HUMAN	GABA-A_a5b3g2S_complex	CPI-CC065B3548D	GABRB3	0.035	0.002	0.08	0.078	0.0	0.0	0.0	0.001
GABRB3	P28472	True	GBRB3_HUMAN	GABA-A_a5b3g2S_complex	CPI-CC025A561B8	GABRB3	0.035	0.002	0.08	0.078	0.0	0.0	0.0	0.001
GABRB3	P28472	True	GBRB3_HUMAN	GABA-A_a5b3g2S_complex	CPI-CC0D7414489	GABRB3	0.035	0.002	0.08	0.078	0.0	0.0	0.0	0.001
GABRB3	P28472	True	GBRB3_HUMAN	GABA-A_a5b3g2S_complex	CPI-CC08D008F7B	GABRB3	0.035	0.002	0.08	0.078	0.0	0.0	0.0	0.001
GABRB3	P28472	True	GBRB3_HUMAN	GABA-A_a5b3g2S_complex	CPI-CC0C8FD4B3E	GABRB3	0.035	0.002	0.08	0.078	0.0	0.0	0.0	0.001
GABRB3	P28472	True	GBRB3_HUMAN	GABA-A_a5b3g2S_complex	CPI-CC040C320D0	GABRB3	0.035	0.002	0.08	0.078	0.0	0.0	0.0	0.001
GABRB3	P28472	True	GBRB3_HUMAN	GABA-A_a5b3g2S_complex	CPI-CC0F35FBFA4	GABRB3	0.035	0.002	0.08	0.078	0.0	0.0	0.0	0.001
GABRB3	P28472	True	GBRB3_HUMAN	GABA-A_a5b3g2S_complex	CPI-CC070C2A38F	GABRB3	0.035	0.002	0.08	0.078	0.0	0.0	0.0	0.001
GABRB3	P28472	True	GBRB3_HUMAN	GABA-A_a5b3g2S_complex	CPI-CC068DDC6AA	GABRB3	0.035	0.002	0.08	0.078	0.0	0.0	0.0	0.001
GABRB3	P28472	True	GBRB3_HUMAN	GABA-A_a5b3g2S_complex	CPI-CC0E1CB4EAF	GABRB3	0.035	0.002	0.08	0.078	0.0	0.0	0.0	0.001
GABRB3	P28472	True	GBRB3_HUMAN	GABA-A_a5b3g2S_complex	CPI-CC06D75C64C	GABRB3	0.035	0.002	0.08	0.078	0.0	0.0	0.0	0.001
GABRB3	P28472	True	GBRB3_HUMAN	GABA-A_a6b3g2S_complex	CPI-CC0B9F66E8C	GABRB3	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.0
GABRB3	P28472	True	GBRB3_HUMAN	GABA-A_a6b3g2S_complex	CPI-CC02B07EA5C	GABRB3	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.0
GABRB3	P28472	True	GBRB3_HUMAN	GABA-A_a6b3g2S_complex	CPI-CC0E67ABF53	GABRB3	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.0
GABRB3	P28472	True	GBRB3_HUMAN	GABA-A_a6b3g2S_complex	CPI-CC00289F31E	GABRB3	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.0
GABRB3	P28472	True	GBRB3_HUMAN	GABA-A_a6b3g2S_complex	CPI-CC040318B79	GABRB3	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.0
GABRB3	P28472	True	GBRB3_HUMAN	GABA-A_a6b3g2S_complex	CPI-CC00289947C	GABRB3	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.0
GABRB3	P28472	True	GBRB3_HUMAN	GABA-A_a6b3g2S_complex	CPI-CC03526B5EE	GABRB3	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.0
GABRB3	P28472	True	GBRB3_HUMAN	GABA-A_a6b3g2S_complex	CPI-CC036118540	GABRB3	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.0
GABRB3	P28472	True	GBRB3_HUMAN	GABA-A_a6b3g2S_complex	CPI-CC0B15D50A3	GABRB3	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.0
GABRB3	P28472	True	GBRB3_HUMAN	GABA-A_a6b3g2S_complex	CPI-CC0BCA2ED1E	GABRB3	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.0
GABRB3	P28472	True	GBRB3_HUMAN	GABA-A_a6b3g2S_complex	CPI-CC0D2769925	GABRB3	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.0
GABRB3	P28472	True	GBRB3_HUMAN	GABA-A_a6b3g2S_complex	CPI-CC00F8AC4E4	GABRB3	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.0
GABRB3	P28472	True	GBRB3_HUMAN	GABA-A_a6b3g2S_complex	CPI-CC01D5E0271	GABRB3	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.0
GABRB3	P28472	True	GBRB3_HUMAN	GABA-A_a6b3g2S_complex	CPI-CC044BDC69D	GABRB3	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.0
GABRB3	P28472	True	GBRB3_HUMAN	GABA-A_a6b3d_complex	CPI-CC0B41182ED	GABRB3	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.0
GABRB3	P28472	True	GBRB3_HUMAN	GABA-A_a6b3d_complex	CPI-CC06A23B181	GABRB3	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.0
GABRB3	P28472	True	GBRB3_HUMAN	GABA-A_a6b3d_complex	CPI-CC0C7DAF2F3	GABRB3	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.0
GABRB3	P28472	True	GBRB3_HUMAN	GABA-A_a6b3d_complex	CPI-CC028B16791	GABRB3	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.0
GABRB3	P28472	True	GBRB3_HUMAN	GABA-A_a6b3d_complex	CPI-CC0F677619F	GABRB3	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.0
GABRB3	P28472	True	GBRB3_HUMAN	GABA-A_a6b3d_complex	CPI-CC0F9339AD3	GABRB3	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.0
GABRB3	P28472	True	GBRB3_HUMAN	GABA-A_a6b3d_complex	CPI-CC0D0306B1A	GABRB3	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.0
GABRB3	P28472	True	GBRB3_HUMAN	GABA-A_a6b3d_complex	CPI-CC048B47F29	GABRB3	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.0
GABRB3	P28472	True	GBRB3_HUMAN	GABA-A_a6b3d_complex	CPI-CC0DFF111CC	GABRB3	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.0
GABRB3	P28472	True	GBRB3_HUMAN	GABA-A_a6b3d_complex	CPI-CC0369BDF1F	GABRB3	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.0
GABRB3	P28472	True	GBRB3_HUMAN	GABA-A_a6b3d_complex	CPI-CC0282C8E5C	GABRB3	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.0
GABRB3	P28472	True	GBRB3_HUMAN	GABA-A_a6b3d_complex	CPI-CC0F1932BC4	GABRB3	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.0
GABRB3	P28472	True	GBRB3_HUMAN	GABA-A_a6b3d_complex	CPI-CC04B14CB70	GABRB3	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.0
GABRB3	P28472	True	GBRB3_HUMAN	GABA-A_a6b3d_complex	CPI-CC01DEDDB97	GABRB3	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.0
GABRG2	P18507	True	GBRG2_HUMAN	GABA-A_a2b3g2S_complex	CPI-CC0F8CB8104	GABRG2	0.025	0.01	0.047	0.006	0.0	0.0	0.0	0.001
GABRG2	P18507	True	GBRG2_HUMAN	GABA-A_a2b3g2S_complex	CPI-CC01B9552BA	GABRG2	0.025	0.01	0.047	0.006	0.0	0.0	0.0	0.001
GABRG2	P18507	True	GBRG2_HUMAN	GABA-A_a2b3g2S_complex	CPI-CC08A636173	GABRG2	0.025	0.01	0.047	0.006	0.0	0.0	0.0	0.001
GABRG2	P18507	True	GBRG2_HUMAN	GABA-A_a2b3g2S_complex	CPI-CC0F0C72A29	GABRG2	0.025	0.01	0.047	0.006	0.0	0.0	0.0	0.001
GABRG2	P18507	True	GBRG2_HUMAN	GABA-A_a2b3g2S_complex	CPI-CC002C86EAE	GABRG2	0.025	0.01	0.047	0.006	0.0	0.0	0.0	0.001
GABRG2	P18507	True	GBRG2_HUMAN	GABA-A_a2b3g2S_complex	CPI-CC06B7CC089	GABRG2	0.025	0.01	0.047	0.006	0.0	0.0	0.0	0.001
GABRG2	P18507	True	GBRG2_HUMAN	GABA-A_a2b3g2S_complex	CPI-CC0C8C9C0D3	GABRG2	0.025	0.01	0.047	0.006	0.0	0.0	0.0	0.001
GABRG2	P18507	True	GBRG2_HUMAN	GABA-A_a2b3g2S_complex	CPI-CC03764C8A9	GABRG2	0.025	0.01	0.047	0.006	0.0	0.0	0.0	0.001
GABRG2	P18507	True	GBRG2_HUMAN	GABA-A_a2b3g2S_complex	CPI-CC06C7F820C	GABRG2	0.025	0.01	0.047	0.006	0.0	0.0	0.0	0.001
GABRG2	P18507	True	GBRG2_HUMAN	GABA-A_a2b3g2S_complex	CPI-CC08E2CA1DE	GABRG2	0.025	0.01	0.047	0.006	0.0	0.0	0.0	0.001
GABRG2	P18507	True	GBRG2_HUMAN	GABA-A_a2b3g2S_complex	CPI-CC02F84E602	GABRG2	0.025	0.01	0.047	0.006	0.0	0.0	0.0	0.001
GABRG2	P18507	True	GBRG2_HUMAN	GABA-A_a2b3g2S_complex	CPI-CC026C1BCB7	GABRG2	0.025	0.01	0.047	0.006	0.0	0.0	0.0	0.001
GABRG2	P18507	True	GBRG2_HUMAN	GABA-A_a2b3g2S_complex	CPI-CC0BB611F3F	GABRG2	0.025	0.01	0.047	0.006	0.0	0.0	0.0	0.001
GABRG2	P18507	True	GBRG2_HUMAN	GABA-A_a2b3g2S_complex	CPI-CC078D80A28	GABRG2	0.025	0.01	0.047	0.006	0.0	0.0	0.0	0.001
GABRG2	P18507	True	GBRG2_HUMAN	GABA-A_a3b3g2S_complex	CPI-CC035C82A9B	GABRG2	0.112	0.0	0.038	0.008	0.0	0.0	0.0	0.001
GABRG2	P18507	True	GBRG2_HUMAN	GABA-A_a3b3g2S_complex	CPI-CC07D1D1AD0	GABRG2	0.112	0.0	0.038	0.008	0.0	0.0	0.0	0.001
GABRG2	P18507	True	GBRG2_HUMAN	GABA-A_a3b3g2S_complex	CPI-CC01D135078	GABRG2	0.112	0.0	0.038	0.008	0.0	0.0	0.0	0.001
GABRG2	P18507	True	GBRG2_HUMAN	GABA-A_a3b3g2S_complex	CPI-CC019BF818D	GABRG2	0.112	0.0	0.038	0.008	0.0	0.0	0.0	0.001
GABRG2	P18507	True	GBRG2_HUMAN	GABA-A_a3b3g2S_complex	CPI-CC0195F6CE4	GABRG2	0.112	0.0	0.038	0.008	0.0	0.0	0.0	0.001
GABRG2	P18507	True	GBRG2_HUMAN	GABA-A_a3b3g2S_complex	CPI-CC0079D48C9	GABRG2	0.112	0.0	0.038	0.008	0.0	0.0	0.0	0.001
GABRG2	P18507	True	GBRG2_HUMAN	GABA-A_a3b3g2S_complex	CPI-CC0F11405A3	GABRG2	0.112	0.0	0.038	0.008	0.0	0.0	0.0	0.001
GABRG2	P18507	True	GBRG2_HUMAN	GABA-A_a3b3g2S_complex	CPI-CC065D3E23E	GABRG2	0.112	0.0	0.038	0.008	0.0	0.0	0.0	0.001
GABRG2	P18507	True	GBRG2_HUMAN	GABA-A_a3b3g2S_complex	CPI-CC0CCDF6512	GABRG2	0.112	0.0	0.038	0.008	0.0	0.0	0.0	0.001
GABRG2	P18507	True	GBRG2_HUMAN	GABA-A_a3b3g2S_complex	CPI-CC0079A0DC0	GABRG2	0.112	0.0	0.038	0.008	0.0	0.0	0.0	0.001
GABRG2	P18507	True	GBRG2_HUMAN	GABA-A_a3b3g2S_complex	CPI-CC04925CA26	GABRG2	0.112	0.0	0.038	0.008	0.0	0.0	0.0	0.001
GABRG2	P18507	True	GBRG2_HUMAN	GABA-A_a3b3g2S_complex	CPI-CC0EBC54EE6	GABRG2	0.112	0.0	0.038	0.008	0.0	0.0	0.0	0.001
GABRG2	P18507	True	GBRG2_HUMAN	GABA-A_a3b3g2S_complex	CPI-CC0A3EF2F90	GABRG2	0.112	0.0	0.038	0.008	0.0	0.0	0.0	0.001
GABRG2	P18507	True	GBRG2_HUMAN	GABA-A_a3b3g2S_complex	CPI-CC02E7D674A	GABRG2	0.112	0.0	0.038	0.008	0.0	0.0	0.0	0.001
GABRG2	P18507	True	GBRG2_HUMAN	GABA-A_a4b3g2S_complex	CPI-CC021D4CBC2	GABRG2	0.0	0.0	0.002	0.003	0.0	0.0	0.0	0.001
GABRG2	P18507	True	GBRG2_HUMAN	GABA-A_a4b3g2S_complex	CPI-CC0CDF35FE2	GABRG2	0.0	0.0	0.002	0.003	0.0	0.0	0.0	0.001
GABRG2	P18507	True	GBRG2_HUMAN	GABA-A_a4b3g2S_complex	CPI-CC084F4CFB2	GABRG2	0.0	0.0	0.002	0.003	0.0	0.0	0.0	0.001
GABRG2	P18507	True	GBRG2_HUMAN	GABA-A_a4b3g2S_complex	CPI-CC0F9B0C393	GABRG2	0.0	0.0	0.002	0.003	0.0	0.0	0.0	0.001
GABRG2	P18507	True	GBRG2_HUMAN	GABA-A_a4b3g2S_complex	CPI-CC0EB1A69E6	GABRG2	0.0	0.0	0.002	0.003	0.0	0.0	0.0	0.001
GABRG2	P18507	True	GBRG2_HUMAN	GABA-A_a4b3g2S_complex	CPI-CC02C92DB0C	GABRG2	0.0	0.0	0.002	0.003	0.0	0.0	0.0	0.001
GABRG2	P18507	True	GBRG2_HUMAN	GABA-A_a4b3g2S_complex	CPI-CC040CA96C8	GABRG2	0.0	0.0	0.002	0.003	0.0	0.0	0.0	0.001
GABRG2	P18507	True	GBRG2_HUMAN	GABA-A_a4b3g2S_complex	CPI-CC022137ED0	GABRG2	0.0	0.0	0.002	0.003	0.0	0.0	0.0	0.001
GABRG2	P18507	True	GBRG2_HUMAN	GABA-A_a4b3g2S_complex	CPI-CC0E0BDF879	GABRG2	0.0	0.0	0.002	0.003	0.0	0.0	0.0	0.001
GABRG2	P18507	True	GBRG2_HUMAN	GABA-A_a4b3g2S_complex	CPI-CC0B0DD552B	GABRG2	0.0	0.0	0.002	0.003	0.0	0.0	0.0	0.001
GABRG2	P18507	True	GBRG2_HUMAN	GABA-A_a4b3g2S_complex	CPI-CC056CE8934	GABRG2	0.0	0.0	0.002	0.003	0.0	0.0	0.0	0.001
GABRG2	P18507	True	GBRG2_HUMAN	GABA-A_a4b3g2S_complex	CPI-CC0E6313C0B	GABRG2	0.0	0.0	0.002	0.003	0.0	0.0	0.0	0.001
GABRG2	P18507	True	GBRG2_HUMAN	GABA-A_a4b3g2S_complex	CPI-CC079D8333D	GABRG2	0.0	0.0	0.002	0.003	0.0	0.0	0.0	0.001
GABRG2	P18507	True	GBRG2_HUMAN	GABA-A_a4b3g2S_complex	CPI-CC04CA5DC28	GABRG2	0.0	0.0	0.002	0.003	0.0	0.0	0.0	0.001
GABRG2	P18507	True	GBRG2_HUMAN	GABA-A_a5b3g2S_complex	CPI-CC0836120E7	GABRG2	0.035	0.002	0.08	0.078	0.0	0.0	0.0	0.001
GABRG2	P18507	True	GBRG2_HUMAN	GABA-A_a5b3g2S_complex	CPI-CC0A95EED6F	GABRG2	0.035	0.002	0.08	0.078	0.0	0.0	0.0	0.001
GABRG2	P18507	True	GBRG2_HUMAN	GABA-A_a5b3g2S_complex	CPI-CC0D3BD85F0	GABRG2	0.035	0.002	0.08	0.078	0.0	0.0	0.0	0.001
GABRG2	P18507	True	GBRG2_HUMAN	GABA-A_a5b3g2S_complex	CPI-CC065B3548D	GABRG2	0.035	0.002	0.08	0.078	0.0	0.0	0.0	0.001
GABRG2	P18507	True	GBRG2_HUMAN	GABA-A_a5b3g2S_complex	CPI-CC025A561B8	GABRG2	0.035	0.002	0.08	0.078	0.0	0.0	0.0	0.001
GABRG2	P18507	True	GBRG2_HUMAN	GABA-A_a5b3g2S_complex	CPI-CC0D7414489	GABRG2	0.035	0.002	0.08	0.078	0.0	0.0	0.0	0.001
GABRG2	P18507	True	GBRG2_HUMAN	GABA-A_a5b3g2S_complex	CPI-CC08D008F7B	GABRG2	0.035	0.002	0.08	0.078	0.0	0.0	0.0	0.001
GABRG2	P18507	True	GBRG2_HUMAN	GABA-A_a5b3g2S_complex	CPI-CC0C8FD4B3E	GABRG2	0.035	0.002	0.08	0.078	0.0	0.0	0.0	0.001
GABRG2	P18507	True	GBRG2_HUMAN	GABA-A_a5b3g2S_complex	CPI-CC040C320D0	GABRG2	0.035	0.002	0.08	0.078	0.0	0.0	0.0	0.001
GABRG2	P18507	True	GBRG2_HUMAN	GABA-A_a5b3g2S_complex	CPI-CC0F35FBFA4	GABRG2	0.035	0.002	0.08	0.078	0.0	0.0	0.0	0.001
GABRG2	P18507	True	GBRG2_HUMAN	GABA-A_a5b3g2S_complex	CPI-CC070C2A38F	GABRG2	0.035	0.002	0.08	0.078	0.0	0.0	0.0	0.001
GABRG2	P18507	True	GBRG2_HUMAN	GABA-A_a5b3g2S_complex	CPI-CC068DDC6AA	GABRG2	0.035	0.002	0.08	0.078	0.0	0.0	0.0	0.001
GABRG2	P18507	True	GBRG2_HUMAN	GABA-A_a5b3g2S_complex	CPI-CC0E1CB4EAF	GABRG2	0.035	0.002	0.08	0.078	0.0	0.0	0.0	0.001
GABRG2	P18507	True	GBRG2_HUMAN	GABA-A_a5b3g2S_complex	CPI-CC06D75C64C	GABRG2	0.035	0.002	0.08	0.078	0.0	0.0	0.0	0.001
GABRG2	P18507	True	GBRG2_HUMAN	GABA-A_a6b3g2S_complex	CPI-CC0B9F66E8C	GABRG2	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.0
GABRG2	P18507	True	GBRG2_HUMAN	GABA-A_a6b3g2S_complex	CPI-CC02B07EA5C	GABRG2	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.0
GABRG2	P18507	True	GBRG2_HUMAN	GABA-A_a6b3g2S_complex	CPI-CC0E67ABF53	GABRG2	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.0
GABRG2	P18507	True	GBRG2_HUMAN	GABA-A_a6b3g2S_complex	CPI-CC00289F31E	GABRG2	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.0
GABRG2	P18507	True	GBRG2_HUMAN	GABA-A_a6b3g2S_complex	CPI-CC040318B79	GABRG2	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.0
GABRG2	P18507	True	GBRG2_HUMAN	GABA-A_a6b3g2S_complex	CPI-CC00289947C	GABRG2	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.0
GABRG2	P18507	True	GBRG2_HUMAN	GABA-A_a6b3g2S_complex	CPI-CC03526B5EE	GABRG2	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.0
GABRG2	P18507	True	GBRG2_HUMAN	GABA-A_a6b3g2S_complex	CPI-CC036118540	GABRG2	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.0
GABRG2	P18507	True	GBRG2_HUMAN	GABA-A_a6b3g2S_complex	CPI-CC0B15D50A3	GABRG2	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.0
GABRG2	P18507	True	GBRG2_HUMAN	GABA-A_a6b3g2S_complex	CPI-CC0BCA2ED1E	GABRG2	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.0
GABRG2	P18507	True	GBRG2_HUMAN	GABA-A_a6b3g2S_complex	CPI-CC0D2769925	GABRG2	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.0
GABRG2	P18507	True	GBRG2_HUMAN	GABA-A_a6b3g2S_complex	CPI-CC00F8AC4E4	GABRG2	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.0
GABRG2	P18507	True	GBRG2_HUMAN	GABA-A_a6b3g2S_complex	CPI-CC01D5E0271	GABRG2	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.0
GABRG2	P18507	True	GBRG2_HUMAN	GABA-A_a6b3g2S_complex	CPI-CC044BDC69D	GABRG2	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.0
GABRA3	P34903	True	GBRA3_HUMAN	GABA-A_a3b3g2S_complex	CPI-CC035C82A9B	GABRA3	0.112	0.0	0.038	0.008	0.0	0.0	0.0	0.001
GABRA3	P34903	True	GBRA3_HUMAN	GABA-A_a3b3g2S_complex	CPI-CC07D1D1AD0	GABRA3	0.112	0.0	0.038	0.008	0.0	0.0	0.0	0.001
GABRA3	P34903	True	GBRA3_HUMAN	GABA-A_a3b3g2S_complex	CPI-CC01D135078	GABRA3	0.112	0.0	0.038	0.008	0.0	0.0	0.0	0.001
GABRA3	P34903	True	GBRA3_HUMAN	GABA-A_a3b3g2S_complex	CPI-CC019BF818D	GABRA3	0.112	0.0	0.038	0.008	0.0	0.0	0.0	0.001
