id_cp_interaction,partner_a,partner_b,protein_name_a,protein_name_b,annotation_strategy,source,is_ppi,curator,reactome_complex,reactome_reaction,reactome_pathway,complexPortal_complex,comments,version,interactors,classification,directionality,modulatory_effect
,O96014,Q8N474,WNT11_HUMAN,SFRP1_HUMAN,curated,PMID:12775774,True,RVentoTormo,,,,,Inhibition WNT. Soluble proteins,CellPhoneDBcore<=4.1,WNT11-SFRP1,Signaling by WNT inhibition,Ligand-Ligand,Inhibitory
,O96014,Q96HF1,WNT11_HUMAN,SFRP2_HUMAN,curated,PMID:12775774,True,RVentoTormo,,,,,Inhibition WNT. Soluble proteins,CellPhoneDBcore<=4.1,WNT11-SFRP2,Signaling by WNT inhibition,Ligand-Ligand,Inhibitory
,O96014,Q6FHJ7,WNT11_HUMAN,SFRP4_HUMAN,curated,PMID:12775774,True,RVentoTormo,,,,,Inhibition WNT. Soluble proteins,CellPhoneDBcore<=4.1,WNT11-SFRP4,Signaling by WNT inhibition,Ligand-Ligand,Inhibitory
,O96014,Q5T4F7,WNT11_HUMAN,SFRP5_HUMAN,curated,PMID:12775774,True,RVentoTormo,,,,,Inhibition WNT. Soluble proteins,CellPhoneDBcore<=4.1,WNT11-SFRP5,Signaling by WNT inhibition,Ligand-Ligand,Inhibitory
,O96014,Q9Y5W5,WNT11_HUMAN,WIF1_HUMAN,curated,PMID:12775774,True,RVentoTormo,,,,,Inhibition WNT. Soluble proteins,CellPhoneDBcore<=4.1,WNT11-WIF1,Signaling by WNT inhibition,Ligand-Ligand,Inhibitory
,Q9UBV4,O95813,WNT16_HUMAN,CER1_HUMAN,curated,PMID:10067895,True,RVentoTormo,,,,,Inhibition WNT. Soluble proteins,CellPhoneDBcore<=4.1,WNT16-CER1,Signaling by WNT inhibition,Ligand-Ligand,Inhibitory
,Q9UBV4,Q92765,WNT16_HUMAN,SFRP3_HUMAN,curated,PMID:12775774,True,RVentoTormo,,,,,Inhibition WNT. Soluble proteins,CellPhoneDBcore<=4.1,WNT16-FRZB,Signaling by WNT inhibition,Ligand-Ligand,Inhibitory
,Q9UBV4,FZD1_LRP5,WNT16_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT16-FZD1+LRP5,Signaling by WNT,Ligand-Receptor,
,Q9UBV4,FZD1_LRP6,WNT16_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT16-FZD1+LRP6,Signaling by WNT,Ligand-Receptor,
,Q9UBV4,FZD10_LRP5,WNT16_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT16-FZD10+LRP5,Signaling by WNT,Ligand-Receptor,
,Q9UBV4,FZD10_LRP6,WNT16_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT16-FZD10+LRP6,Signaling by WNT,Ligand-Receptor,
,Q9UBV4,FZD2_LRP5,WNT16_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT16-FZD2+LRP5,Signaling by WNT,Ligand-Receptor,
,Q9UBV4,FZD2_LRP6,WNT16_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT16-FZD2+LRP6,Signaling by WNT,Ligand-Receptor,
,Q9UBV4,FZD3_LRP5,WNT16_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT16-FZD3+LRP5,Signaling by WNT,Ligand-Receptor,
,Q9UBV4,FZD3_LRP6,WNT16_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT16-FZD3+LRP6,Signaling by WNT,Ligand-Receptor,
,Q9UBV4,FZD4_LRP5,WNT16_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT16-FZD4+LRP5,Signaling by WNT,Ligand-Receptor,
,Q9UBV4,FZD4_LRP6,WNT16_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT16-FZD4+LRP6,Signaling by WNT,Ligand-Receptor,
,Q9UBV4,FZD5_LRP5,WNT16_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT16-FZD5+LRP5,Signaling by WNT,Ligand-Receptor,
,Q9UBV4,FZD5_LRP6,WNT16_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT16-FZD5+LRP6,Signaling by WNT,Ligand-Receptor,
,Q9UBV4,FZD6_LRP5,WNT16_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT16-FZD6+LRP5,Signaling by WNT,Ligand-Receptor,
,Q9UBV4,FZD6_LRP6,WNT16_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT16-FZD6+LRP6,Signaling by WNT,Ligand-Receptor,
,Q9UBV4,FZD7_LRP5,WNT16_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT16-FZD7+LRP5,Signaling by WNT,Ligand-Receptor,
,Q9UBV4,FZD7_LRP6,WNT16_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT16-FZD7+LRP6,Signaling by WNT,Ligand-Receptor,
,Q9UBV4,FZD8_LRP5,WNT16_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT16-FZD8+LRP5,Signaling by WNT,Ligand-Receptor,
,Q9UBV4,FZD8_LRP6,WNT16_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT16-FZD8+LRP6,Signaling by WNT,Ligand-Receptor,
,Q9UBV4,FZD9_LRP5,WNT16_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT16-FZD9+LRP5,Signaling by WNT,Ligand-Receptor,
,Q9UBV4,FZD9_LRP6,WNT16_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT16-FZD9+LRP6,Signaling by WNT,Ligand-Receptor,
,Q9UBV4,Q8N474,WNT16_HUMAN,SFRP1_HUMAN,curated,PMID:12775774,True,RVentoTormo,,,,,Inhibition WNT. Soluble proteins,CellPhoneDBcore<=4.1,WNT16-SFRP1,Signaling by WNT inhibition,Ligand-Ligand,Inhibitory
,Q9UBV4,Q96HF1,WNT16_HUMAN,SFRP2_HUMAN,curated,PMID:12775774,True,RVentoTormo,,,,,Inhibition WNT. Soluble proteins,CellPhoneDBcore<=4.1,WNT16-SFRP2,Signaling by WNT inhibition,Ligand-Ligand,Inhibitory
,Q9UBV4,Q6FHJ7,WNT16_HUMAN,SFRP4_HUMAN,curated,PMID:12775774,True,RVentoTormo,,,,,Inhibition WNT. Soluble proteins,CellPhoneDBcore<=4.1,WNT16-SFRP4,Signaling by WNT inhibition,Ligand-Ligand,Inhibitory
,Q9UBV4,Q5T4F7,WNT16_HUMAN,SFRP5_HUMAN,curated,PMID:12775774,True,RVentoTormo,,,,,Inhibition WNT. Soluble proteins,CellPhoneDBcore<=4.1,WNT16-SFRP5,Signaling by WNT inhibition,Ligand-Ligand,Inhibitory
,Q9UBV4,Q9Y5W5,WNT16_HUMAN,WIF1_HUMAN,curated,PMID:12775774,True,RVentoTormo,,,,,Inhibition WNT. Soluble proteins,CellPhoneDBcore<=4.1,WNT16-WIF1,Signaling by WNT inhibition,Ligand-Ligand,Inhibitory
,P09544,O95813,WNT2_HUMAN,CER1_HUMAN,curated,PMID:10067895,True,RVentoTormo,,,,,Inhibition WNT. Soluble proteins,CellPhoneDBcore<=4.1,WNT2-CER1,Signaling by WNT inhibition,Ligand-Ligand,Inhibitory
,P09544,Q92765,WNT2_HUMAN,SFRP3_HUMAN,curated,PMID:12775774,True,RVentoTormo,,,,,Inhibition WNT. Soluble proteins,CellPhoneDBcore<=4.1,WNT2-FRZB,Signaling by WNT inhibition,Ligand-Ligand,Inhibitory
,P09544,FZD1_LRP5,WNT2_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT2-FZD1+LRP5,Signaling by WNT,Ligand-Receptor,
,P09544,FZD1_LRP6,WNT2_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT2-FZD1+LRP6,Signaling by WNT,Ligand-Receptor,
,P09544,FZD10_LRP5,WNT2_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT2-FZD10+LRP5,Signaling by WNT,Ligand-Receptor,
,P09544,FZD10_LRP6,WNT2_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT2-FZD10+LRP6,Signaling by WNT,Ligand-Receptor,
,P09544,FZD2_LRP5,WNT2_HUMAN,,curated,PMID:24032637,True,RVentoTormo,,,,,high affinity interaction,CellPhoneDBcore<=4.1,WNT2-FZD2+LRP5,Signaling by WNT,Ligand-Receptor,
,P09544,FZD2_LRP6,WNT2_HUMAN,,curated,PMID:24032637,True,RVentoTormo,,,,,high affinity interaction,CellPhoneDBcore<=4.1,WNT2-FZD2+LRP6,Signaling by WNT,Ligand-Receptor,
,P09544,FZD3_LRP5,WNT2_HUMAN,,curated,PMID:24032637,True,RVentoTormo,,,,,high affinity interaction,CellPhoneDBcore<=4.1,WNT2-FZD3+LRP5,Signaling by WNT,Ligand-Receptor,
,P09544,FZD3_LRP6,WNT2_HUMAN,,curated,PMID:24032637,True,RVentoTormo,,,,,high affinity interaction,CellPhoneDBcore<=4.1,WNT2-FZD3+LRP6,Signaling by WNT,Ligand-Receptor,
,P09544,FZD4_LRP5,WNT2_HUMAN,,curated,PMID:24032637,True,RVentoTormo,,,,,high affinity interaction,CellPhoneDBcore<=4.1,WNT2-FZD4+LRP5,Signaling by WNT,Ligand-Receptor,
,P09544,FZD4_LRP6,WNT2_HUMAN,,curated,PMID:24032637,True,RVentoTormo,,,,,high affinity interaction,CellPhoneDBcore<=4.1,WNT2-FZD4+LRP6,Signaling by WNT,Ligand-Receptor,
,P09544,FZD5_LRP5,WNT2_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT2-FZD5+LRP5,Signaling by WNT,Ligand-Receptor,
,P09544,FZD5_LRP6,WNT2_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT2-FZD5+LRP6,Signaling by WNT,Ligand-Receptor,
,P09544,FZD6_LRP5,WNT2_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT2-FZD6+LRP5,Signaling by WNT,Ligand-Receptor,
,P09544,FZD6_LRP6,WNT2_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT2-FZD6+LRP6,Signaling by WNT,Ligand-Receptor,
,P09544,FZD7_LRP5,WNT2_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT2-FZD7+LRP5,Signaling by WNT,Ligand-Receptor,
,P09544,FZD7_LRP6,WNT2_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT2-FZD7+LRP6,Signaling by WNT,Ligand-Receptor,
,P09544,FZD8_LRP5,WNT2_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT2-FZD8+LRP5,Signaling by WNT,Ligand-Receptor,
,P09544,FZD8_LRP6,WNT2_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT2-FZD8+LRP6,Signaling by WNT,Ligand-Receptor,
,P09544,FZD9_LRP5,WNT2_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT2-FZD9+LRP5,Signaling by WNT,Ligand-Receptor,
,P09544,FZD9_LRP6,WNT2_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT2-FZD9+LRP6,Signaling by WNT,Ligand-Receptor,
,P09544,Q8N474,WNT2_HUMAN,SFRP1_HUMAN,curated,PMID:12775774,True,RVentoTormo,,,,,Inhibition WNT. Soluble proteins,CellPhoneDBcore<=4.1,WNT2-SFRP1,Signaling by WNT inhibition,Ligand-Ligand,Inhibitory
,P09544,Q96HF1,WNT2_HUMAN,SFRP2_HUMAN,curated,PMID:12775774,True,RVentoTormo,,,,,Inhibition WNT. Soluble proteins,CellPhoneDBcore<=4.1,WNT2-SFRP2,Signaling by WNT inhibition,Ligand-Ligand,Inhibitory
,P09544,Q6FHJ7,WNT2_HUMAN,SFRP4_HUMAN,curated,PMID:12775774,True,RVentoTormo,,,,,Inhibition WNT. Soluble proteins,CellPhoneDBcore<=4.1,WNT2-SFRP4,Signaling by WNT inhibition,Ligand-Ligand,Inhibitory
,P09544,Q5T4F7,WNT2_HUMAN,SFRP5_HUMAN,curated,PMID:12775774,True,RVentoTormo,,,,,Inhibition WNT. Soluble proteins,CellPhoneDBcore<=4.1,WNT2-SFRP5,Signaling by WNT inhibition,Ligand-Ligand,Inhibitory
,P09544,Q9Y5W5,WNT2_HUMAN,WIF1_HUMAN,curated,PMID:12775774,True,RVentoTormo,,,,,Inhibition WNT. Soluble proteins,CellPhoneDBcore<=4.1,WNT2-WIF1,Signaling by WNT inhibition,Ligand-Ligand,Inhibitory
,Q93097,O95813,WNT2B_HUMAN,CER1_HUMAN,curated,PMID:10067895,True,RVentoTormo,,,,,Inhibition WNT. Soluble proteins,CellPhoneDBcore<=4.1,WNT2B-CER1,Signaling by WNT inhibition,Ligand-Ligand,Inhibitory
,Q93097,Q92765,WNT2B_HUMAN,SFRP3_HUMAN,curated,PMID:12775774,True,RVentoTormo,,,,,Inhibition WNT. Soluble proteins,CellPhoneDBcore<=4.1,WNT2B-FRZB,Signaling by WNT inhibition,Ligand-Ligand,Inhibitory
,Q93097,FZD1_LRP5,WNT2B_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT2B-FZD1+LRP5,Signaling by WNT,Ligand-Receptor,
,Q93097,FZD1_LRP6,WNT2B_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT2B-FZD1+LRP6,Signaling by WNT,Ligand-Receptor,
,Q93097,FZD10_LRP5,WNT2B_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT2B-FZD10+LRP5,Signaling by WNT,Ligand-Receptor,
,Q93097,FZD10_LRP6,WNT2B_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT2B-FZD10+LRP6,Signaling by WNT,Ligand-Receptor,
,Q93097,FZD2_LRP5,WNT2B_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT2B-FZD2+LRP5,Signaling by WNT,Ligand-Receptor,
,Q93097,FZD2_LRP6,WNT2B_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT2B-FZD2+LRP6,Signaling by WNT,Ligand-Receptor,
,Q93097,FZD3_LRP5,WNT2B_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT2B-FZD3+LRP5,Signaling by WNT,Ligand-Receptor,
,Q93097,FZD3_LRP6,WNT2B_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT2B-FZD3+LRP6,Signaling by WNT,Ligand-Receptor,
,Q93097,FZD4_LRP5,WNT2B_HUMAN,,curated,PMID:24032637,True,RVentoTormo,,,,,high affinity interaction,CellPhoneDBcore<=4.1,WNT2B-FZD4+LRP5,Signaling by WNT,Ligand-Receptor,
,Q93097,FZD4_LRP6,WNT2B_HUMAN,,curated,PMID:24032637,True,RVentoTormo,,,,,high affinity interaction,CellPhoneDBcore<=4.1,WNT2B-FZD4+LRP6,Signaling by WNT,Ligand-Receptor,
,Q93097,FZD5_LRP5,WNT2B_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT2B-FZD5+LRP5,Signaling by WNT,Ligand-Receptor,
,Q93097,FZD5_LRP6,WNT2B_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT2B-FZD5+LRP6,Signaling by WNT,Ligand-Receptor,
,Q93097,FZD6_LRP5,WNT2B_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT2B-FZD6+LRP5,Signaling by WNT,Ligand-Receptor,
,Q93097,FZD6_LRP6,WNT2B_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT2B-FZD6+LRP6,Signaling by WNT,Ligand-Receptor,
,Q93097,FZD7_LRP5,WNT2B_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT2B-FZD7+LRP5,Signaling by WNT,Ligand-Receptor,
,Q93097,FZD7_LRP6,WNT2B_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT2B-FZD7+LRP6,Signaling by WNT,Ligand-Receptor,
,Q93097,FZD8_LRP5,WNT2B_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT2B-FZD8+LRP5,Signaling by WNT,Ligand-Receptor,
,Q93097,FZD8_LRP6,WNT2B_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT2B-FZD8+LRP6,Signaling by WNT,Ligand-Receptor,
,Q93097,FZD9_LRP5,WNT2B_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT2B-FZD9+LRP5,Signaling by WNT,Ligand-Receptor,
,Q93097,FZD9_LRP6,WNT2B_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT2B-FZD9+LRP6,Signaling by WNT,Ligand-Receptor,
,Q93097,Q8N474,WNT2B_HUMAN,SFRP1_HUMAN,curated,PMID:12775774,True,RVentoTormo,,,,,Inhibition WNT. Soluble proteins,CellPhoneDBcore<=4.1,WNT2B-SFRP1,Signaling by WNT inhibition,Ligand-Ligand,Inhibitory
,Q93097,Q96HF1,WNT2B_HUMAN,SFRP2_HUMAN,curated,PMID:12775774,True,RVentoTormo,,,,,Inhibition WNT. Soluble proteins,CellPhoneDBcore<=4.1,WNT2B-SFRP2,Signaling by WNT inhibition,Ligand-Ligand,Inhibitory
,Q93097,Q6FHJ7,WNT2B_HUMAN,SFRP4_HUMAN,curated,PMID:12775774,True,RVentoTormo,,,,,Inhibition WNT. Soluble proteins,CellPhoneDBcore<=4.1,WNT2B-SFRP4,Signaling by WNT inhibition,Ligand-Ligand,Inhibitory
,Q93097,Q5T4F7,WNT2B_HUMAN,SFRP5_HUMAN,curated,PMID:12775774,True,RVentoTormo,,,,,Inhibition WNT. Soluble proteins,CellPhoneDBcore<=4.1,WNT2B-SFRP5,Signaling by WNT inhibition,Ligand-Ligand,Inhibitory
,Q93097,Q9Y5W5,WNT2B_HUMAN,WIF1_HUMAN,curated,PMID:12775774,True,RVentoTormo,,,,,Inhibition WNT. Soluble proteins,CellPhoneDBcore<=4.1,WNT2B-WIF1,Signaling by WNT inhibition,Ligand-Ligand,Inhibitory
,P56703,O95813,WNT3_HUMAN,CER1_HUMAN,curated,PMID:10067895,True,RVentoTormo,,,,,Inhibition WNT. Soluble proteins,CellPhoneDBcore<=4.1,WNT3-CER1,Signaling by WNT inhibition,Ligand-Ligand,Inhibitory
,P56703,Q92765,WNT3_HUMAN,SFRP3_HUMAN,curated,PMID:12775774,True,RVentoTormo,,,,,Inhibition WNT. Soluble proteins,CellPhoneDBcore<=4.1,WNT3-FRZB,Signaling by WNT inhibition,Ligand-Ligand,Inhibitory
,P56703,FZD1_LRP5,WNT3_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT3-FZD1+LRP5,Signaling by WNT,Ligand-Receptor,
,P56703,FZD1_LRP6,WNT3_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT3-FZD1+LRP6,Signaling by WNT,Ligand-Receptor,
,P56703,FZD10_LRP5,WNT3_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT3-FZD10+LRP5,Signaling by WNT,Ligand-Receptor,
,P56703,FZD10_LRP6,WNT3_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT3-FZD10+LRP6,Signaling by WNT,Ligand-Receptor,
,P56703,FZD2_LRP5,WNT3_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT3-FZD2+LRP5,Signaling by WNT,Ligand-Receptor,
,P56703,FZD2_LRP6,WNT3_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT3-FZD2+LRP6,Signaling by WNT,Ligand-Receptor,
,P56703,FZD3_LRP5,WNT3_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT3-FZD3+LRP5,Signaling by WNT,Ligand-Receptor,
,P56703,FZD3_LRP6,WNT3_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT3-FZD3+LRP6,Signaling by WNT,Ligand-Receptor,
,P56703,FZD4_LRP5,WNT3_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT3-FZD4+LRP5,Signaling by WNT,Ligand-Receptor,
,P56703,FZD4_LRP6,WNT3_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT3-FZD4+LRP6,Signaling by WNT,Ligand-Receptor,
,P56703,FZD5_LRP5,WNT3_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT3-FZD5+LRP5,Signaling by WNT,Ligand-Receptor,
,P56703,FZD5_LRP6,WNT3_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT3-FZD5+LRP6,Signaling by WNT,Ligand-Receptor,
,P56703,FZD6_LRP5,WNT3_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT3-FZD6+LRP5,Signaling by WNT,Ligand-Receptor,
,P56703,FZD6_LRP6,WNT3_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT3-FZD6+LRP6,Signaling by WNT,Ligand-Receptor,
,P56703,FZD7_LRP5,WNT3_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT3-FZD7+LRP5,Signaling by WNT,Ligand-Receptor,
,P56703,FZD7_LRP6,WNT3_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT3-FZD7+LRP6,Signaling by WNT,Ligand-Receptor,
,P56703,FZD8_LRP5,WNT3_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT3-FZD8+LRP5,Signaling by WNT,Ligand-Receptor,
,P56703,FZD8_LRP6,WNT3_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT3-FZD8+LRP6,Signaling by WNT,Ligand-Receptor,
,P56703,FDZ8_RYK,WNT3_HUMAN,,curated,reactome;uniprot;PMID:16116452,True,LGarciaAlonso,R-HSA-5323537,R-HSA-5323545,R-HSA-5368598,,,CellPhoneDBcore<=4.1,WNT3-FZD8+RYK,Signaling by WNT,Ligand-Receptor,
,P56703,FZD9_LRP5,WNT3_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT3-FZD9+LRP5,Signaling by WNT,Ligand-Receptor,
,P56703,FZD9_LRP6,WNT3_HUMAN,,curated,PMID:24532711,True,RVentoTormo,,,,,low affinity interaction,CellPhoneDBcore<=4.1,WNT3-FZD9+LRP6,Signaling by WNT,Ligand-Receptor,
,P56703,Q8N474,WNT3_HUMAN,SFRP1_HUMAN,curated,PMID:12775774,True,RVentoTormo,,,,,Inhibition WNT. Soluble proteins,CellPhoneDBcore<=4.1,WNT3-SFRP1,Signaling by WNT inhibition,Ligand-Ligand,Inhibitory
,P56703,Q96HF1,WNT3_HUMAN,SFRP2_HUMAN,curated,PMID:12775774,True,RVentoTormo,,,,,Inhibition WNT. Soluble proteins,CellPhoneDBcore<=4.1,WNT3-SFRP2,Signaling by WNT inhibition,Ligand-Ligand,Inhibitory
,P56703,Q6FHJ7,WNT3_HUMAN,SFRP4_HUMAN,curated,PMID:12775774,True,RVentoTormo,,,,,Inhibition WNT. Soluble proteins,CellPhoneDBcore<=4.1,WNT3-SFRP4,Signaling by WNT inhibition,Ligand-Ligand,Inhibitory
,P56703,Q5T4F7,WNT3_HUMAN,SFRP5_HUMAN,curated,PMID:12775774,True,RVentoTormo,,,,,Inhibition WNT. Soluble proteins,CellPhoneDBcore<=4.1,WNT3-SFRP5,Signaling by WNT inhibition,Ligand-Ligand,Inhibitory
,P56703,Q9Y5W5,WNT3_HUMAN,WIF1_HUMAN,curated,PMID:12775774,True,RVentoTormo,,,,,Inhibition WNT. Soluble proteins,CellPhoneDBcore<=4.1,WNT3-WIF1,Signaling by WNT inhibition,Ligand-Ligand,Inhibitory
,P56704,O95813,WNT3A_HUMAN,CER1_HUMAN,curated,PMID:10067895,True,RVentoTormo,,,,,Inhibition WNT. Soluble proteins,CellPhoneDBcore<=4.1,WNT3A-CER1,Signaling by WNT inhibition,Ligand-Ligand,Inhibitory
,P56704,Q92765,WNT3A_HUMAN,SFRP3_HUMAN,curated,PMID:12775774,True,RVentoTormo,,,,,Inhibition WNT. Soluble proteins,CellPhoneDBcore<=4.1,WNT3A-FRZB,Signaling by WNT inhibition,Ligand-Ligand,Inhibitory
